3.wav,36,0.3175591531755915
5.wav,36,0.16855203619909503
9.wav,36,0.7918660287081339
10.wav,36,0.8537005163511188
21.wav,44,0.8830449826989619
23.wav,44,0.7383059418457648
24.wav,44,0.7168262653898769
25.wav,44,0.7237668161434978
26.wav,44,0.8485169491525424
27.wav,44,0.8091133004926109
32.wav,44,0.9058614564831261
39.wav,44,0.8954081632653061
41.wav,32,0.7921635434412265
45.wav,32,0.2721164613661814
49.wav,32,0.8740157480314961
53.wav,32,0.6274038461538461
57.wav,11,0.24439918533604887
60.wav,32,0.36801242236024845
61.wav,32,0.43207126948775054
66.wav,11,0.9502762430939227
76.wav,49,0.3584070796460177
78.wav,49,0.2491103202846975
80.wav,32,0.3132628152969894
82.wav,43,0.24343675417661098
85.wav,36,0.41815856777493604
87.wav,32,0.5536663124335813
88.wav,36,0.2028688524590164
90.wav,43,0.48063380281690143
98.wav,36,0.28024193548387094
107.wav,32,0.2012072434607646
108.wav,32,0.2542016806722689
113.wav,54,0.6230314960629921
118.wav,54,0.38542310067943175
122.wav,36,0.24127230411171452
126.wav,54,0.5080645161290323
129.wav,34,0.3400160384923817
133.wav,32,0.6460755813953488
141.wav,32,0.724390243902439
146.wav,32,0.43525741029641185
147.wav,32,0.6450184501845019
150.wav,32,0.5292809488510007
154.wav,32,0.34620689655172415
157.wav,36,0.3711340206185567
160.wav,36,0.29110512129380056
161.wav,32,0.3236363636363636
163.wav,43,0.4255514705882353
164.wav,34,0.2571428571428571
165.wav,43,0.22542134831460675
167.wav,32,0.08181818181818182
170.wav,43,0.6401869158878505
177.wav,91,0.7144571085782844
182.wav,32,0.3631578947368421
183.wav,83,0.33043478260869563
188.wav,91,0.7780172413793104
189.wav,91,0.5814159292035398
191.wav,91,0.30541237113402064
192.wav,36,0.3074380165289256
193.wav,53,0.15527950310559005
195.wav,36,0.32525629077353213
196.wav,36,0.33766233766233766
201.wav,43,0.2977624784853701
212.wav,32,0.44742268041237115
215.wav,32,0.4372093023255814
219.wav,83,0.9053356282271945
228.wav,36,0.6153846153846154
232.wav,36,0.37258347978910367
235.wav,53,0.13458262350936967
242.wav,36,0.86558516801854
245.wav,36,0.7093525179856115
248.wav,36,0.7540983606557377
253.wav,36,0.7424749163879598
254.wav,36,0.6013628620102215
257.wav,36,0.5327868852459017
263.wav,36,0.55
264.wav,36,0.9083665338645418
265.wav,36,0.5846774193548387
268.wav,36,0.812306101344364
269.wav,36,0.4514705882352941
271.wav,36,0.25761421319796957
276.wav,36,0.3869346733668342
281.wav,36,0.392578125
282.wav,36,0.45306859205776173
284.wav,53,0.44553072625698326
288.wav,36,0.3889845094664372
300.wav,36,0.4228571428571429
301.wav,36,0.7253731343283583
303.wav,36,0.7252124645892352
304.wav,36,0.776519052523172
310.wav,36,0.3959731543624161
311.wav,31,0.2869158878504673
313.wav,36,0.6376582278481012
315.wav,36,0.25766871165644173
316.wav,36,0.41585535465924894
318.wav,36,0.5370705244122965
322.wav,36,0.5179407176287052
325.wav,36,0.7327127659574468
327.wav,36,0.8851174934725848
331.wav,36,0.7788732394366197
334.wav,31,0.4273204903677758
336.wav,31,0.2057335581787521
352.wav,36,0.5975903614457831
353.wav,36,0.6660617059891107
358.wav,36,0.6780650542118432
362.wav,36,0.30238393977415307
366.wav,36,0.4159907300115875
372.wav,36,0.2387780548628429
374.wav,36,0.3431818181818182
375.wav,49,0.43452958292919497
376.wav,32,0.21559633027522937
377.wav,32,0.09834254143646409
380.wav,32,0.29182509505703425
383.wav,36,0.3941368078175896
385.wav,32,0.28047868362004486
390.wav,49,0.34782608695652173
391.wav,49,0.4427767354596623
394.wav,36,0.6191974822974036
395.wav,32,0.5227537922987164
399.wav,36,0.5140449438202247
400.wav,44,0.6557842441447835
402.wav,44,0.6523350630096367
403.wav,44,0.7783321454027085
408.wav,36,0.518467852257182
409.wav,32,0.31179775280898875
413.wav,32,0.36393659180977544
416.wav,49,0.3694581280788177
419.wav,32,0.3358954650269024
420.wav,36,0.12128712871287128
426.wav,44,0.6256860592755215
427.wav,44,0.6987788331071914
428.wav,44,0.5666156202143952
433.wav,36,0.5495049504950495
436.wav,44,0.6783060921248143
437.wav,44,0.7421643997634536
438.wav,44,0.7353823088455772
441.wav,36,0.32011605415860733
445.wav,32,0.31966053748231965
446.wav,36,0.2917647058823529
449.wav,49,0.3233743409490334
453.wav,32,0.199490662139219
455.wav,95,0.5263452914798207
457.wav,32,0.27413587604290823
458.wav,32,0.29469790382244143
459.wav,36,0.30520117762512267
461.wav,32,0.3605015673981191
463.wav,36,0.484375
